,Cocoa Percent,Number_of_Ingredients,Rating,clusters,cluster
2411,0.64,5,3.5,2,black
2412,0.75,3,3.75,1,purple
2413,0.66,3,3.25,1,purple
2414,0.72,4,3.5,2,black
2415,0.73,2,2.75,0,tan
2416,0.75,3,3.5,1,purple
2417,0.72,3,4.0,1,purple
2418,0.64,5,4.0,2,black
2419,0.7,2,3.5,1,purple
2420,0.7,5,2.75,2,black
2421,0.7,3,3.0,0,tan
2422,0.75,3,3.25,1,purple
2423,0.77,3,2.75,0,tan
2424,0.7,2,2.5,0,tan
2425,0.71,3,3.5,1,purple
2426,0.7,2,3.5,1,purple
2427,0.74,2,3.0,0,tan
2428,0.7,2,3.25,1,purple
2429,0.7,2,3.5,1,purple
2430,0.72,3,3.75,1,purple
2431,0.71,2,2.75,0,tan
2432,0.75,2,3.0,0,tan
2433,0.73,2,3.25,1,purple
2434,0.74,2,3.75,1,purple
2435,0.7,2,3.5,1,purple
2436,0.7,3,3.0,0,tan
2437,0.68,5,3.75,2,black
2438,0.62,4,3.25,2,black
2439,0.65,2,3.5,1,purple
2440,0.85,3,3.5,0,tan
2441,0.87,3,3.25,0,tan
2442,0.7,5,3.25,2,black
2443,0.7,2,2.75,0,tan
2444,0.7,2,3.5,1,purple
2445,0.72,3,2.75,0,tan
2446,0.74,3,3.0,0,tan
2447,0.75,2,3.0,0,tan
2448,0.7,4,3.0,2,black
2449,0.8,4,3.0,0,tan
2450,0.75,4,3.25,2,black
2451,0.63,4,3.75,2,black
2452,0.55,5,2.75,2,black
2453,0.7,4,3.5,2,black
2454,0.7,4,2.75,2,black
2455,0.7,4,3.0,2,black
2456,0.72,4,3.5,2,black
2457,0.65,4,3.5,2,black
2458,0.7,4,3.0,2,black
2459,0.7,4,3.5,2,black
2460,0.7,2,3.0,0,tan
2461,0.7,2,3.25,1,purple
2462,0.66,4,3.5,2,black
2463,0.84,3,2.5,0,tan
2464,0.8,2,3.0,0,tan
2465,0.99,4,2.0,0,tan
2466,0.72,5,4.0,2,black
2467,1.0,4,1.5,0,tan
2468,0.75,3,3.0,0,tan
2469,0.75,3,4.0,1,purple
2470,0.83,4,2.75,0,tan
2471,0.69,4,3.25,2,black
2472,0.85,3,3.5,0,tan
2473,0.85,4,2.75,0,tan
2474,0.7,3,3.25,1,purple
2475,0.7,4,3.25,2,black
2476,1.0,3,1.5,0,tan
2477,0.74,3,3.75,1,purple
2478,0.7,4,2.0,0,tan
2479,0.7,3,3.25,1,purple
2480,0.72,3,3.75,1,purple
2481,0.7,4,3.5,2,black
2482,0.7,3,3.25,1,purple
2483,0.7,2,2.5,0,tan
2484,0.7,2,3.0,0,tan
2485,0.76,3,2.5,0,tan
2486,0.82,3,2.75,0,tan
2487,0.7,3,2.75,0,tan
2488,0.7,3,3.0,0,tan
2489,0.75,5,3.0,2,black
2490,0.75,5,3.0,2,black
2491,0.7,3,3.75,1,purple
2492,0.7,3,3.25,1,purple
2493,0.64,3,2.5,0,tan
2494,0.8,4,2.5,0,tan
2495,0.7,3,3.0,0,tan
2496,0.72,4,2.5,2,black
2497,0.7,3,3.0,0,tan
2498,0.72,2,3.0,0,tan
2499,0.82,4,2.75,0,tan
2500,0.76,3,3.5,1,purple
2501,0.72,3,3.5,1,purple
2502,0.7,3,3.5,1,purple
2503,0.8,2,2.75,0,tan
2504,0.78,3,3.5,1,purple
2505,0.72,5,3.0,2,black
2506,0.65,2,3.5,1,purple
2507,0.65,4,3.0,2,black
2508,0.72,4,3.0,2,black
2509,0.68,4,2.75,2,black
2510,0.7,3,2.5,0,tan
2511,0.7,4,4.0,1,purple
2512,0.7,2,3.5,1,purple
2513,0.7,2,3.75,1,purple
2514,0.71,4,2.5,2,black
2515,0.7,2,2.5,0,tan
2516,0.7,3,4.0,1,purple
2517,0.7,3,4.0,1,purple
2518,0.65,5,2.5,2,black
2519,0.65,5,3.5,2,black
2520,0.7,2,3.0,0,tan
2521,0.7,2,3.25,1,purple
2522,0.7,2,3.5,1,purple
2523,0.7,2,3.25,1,purple
2524,0.7,2,3.5,1,purple
2525,0.76,3,2.25,0,tan
2526,0.72,3,2.5,0,tan
2527,0.7,2,3.25,1,purple
2528,0.7,4,3.0,2,black
2529,0.7,4,3.5,2,black
2530,0.62,4,3.75,2,black
2531,0.75,4,3.0,2,black
2532,0.75,4,3.0,2,black
2533,0.9,4,3.25,0,tan
2534,0.7,4,3.75,2,black
2535,0.7,2,2.5,0,tan
2536,0.66,2,3.5,1,purple
2537,0.68,4,3.25,2,black
2538,0.58,4,3.5,2,black
2539,0.81,2,2.0,0,tan
2540,0.65,4,1.5,2,black
2541,0.75,4,2.0,0,tan
2542,0.7,4,2.5,2,black
2543,0.74,5,3.25,2,black
2544,0.7,5,4.0,2,black
2545,0.66,4,3.5,2,black
2546,0.75,2,4.0,1,purple
2547,0.7,3,3.25,1,purple
2548,0.8,3,3.0,0,tan
2549,0.7,4,4.0,1,purple
2550,0.75,2,2.75,0,tan
2551,0.69,2,3.5,1,purple
2552,0.69,2,3.5,1,purple
2553,0.7,3,3.25,1,purple
2554,0.7,3,3.25,1,purple
2555,0.68,2,3.5,1,purple
2556,0.68,2,3.75,1,purple
2557,0.65,4,3.25,2,black
2558,0.7,4,2.75,2,black
2559,0.7,3,2.75,0,tan
2560,0.58,4,3.25,2,black
2561,0.7,3,2.5,0,tan
2562,0.7,3,3.5,1,purple
2563,0.7,3,3.75,1,purple
2564,0.7,3,3.75,1,purple
2565,0.74,3,4.0,1,purple
2566,0.99,3,3.25,0,tan
2567,0.7,2,3.75,1,purple
2568,0.6,3,3.5,1,purple
2569,0.82,3,2.5,0,tan
2570,0.68,3,2.75,0,tan
2571,0.72,3,3.25,1,purple
2572,0.72,3,2.75,0,tan
2573,0.7,3,3.75,1,purple
2574,0.66,3,3.5,1,purple
2575,0.72,3,3.75,1,purple
2576,0.69,2,4.0,1,purple
2577,0.68,5,3.75,2,black
2578,0.7,3,3.5,1,purple
2579,0.77,3,3.0,0,tan
2580,0.65,5,3.5,2,black
2581,0.61,5,3.5,2,black
2582,0.72,5,3.0,2,black
2583,0.72,5,3.75,2,black
2584,0.8,4,3.75,1,purple
2585,0.69,2,3.0,0,tan
2586,0.7,2,3.0,0,tan
2587,0.73,4,2.75,2,black
2588,0.69,5,4.0,2,black
2589,0.75,2,2.75,0,tan
2590,0.8,2,3.25,0,tan
2591,0.6,3,3.0,2,black
2592,0.65,3,3.25,1,purple
2593,0.65,4,2.5,2,black
2594,0.7,3,3.25,1,purple
2595,0.7,3,3.25,1,purple
2596,0.7,3,3.75,1,purple
2597,0.72,4,2.75,2,black
2598,0.72,4,3.0,2,black
2599,0.7,4,2.5,2,black
2600,0.75,4,2.75,2,black
2601,0.75,2,2.75,0,tan
2602,0.74,2,3.0,0,tan
2603,0.68,2,3.5,1,purple
2604,0.72,3,3.75,1,purple
2605,0.7,3,3.5,1,purple
2606,0.7,3,3.75,1,purple
2607,0.7,4,3.5,2,black
2608,0.7,3,3.25,1,purple
2609,0.74,3,3.5,1,purple
2610,0.65,4,2.5,2,black
2611,0.8,4,2.75,0,tan
2612,0.73,2,3.5,1,purple
2613,0.75,3,3.25,1,purple
2614,0.78,4,4.0,1,purple
2615,0.7,3,3.5,1,purple
2616,0.66,4,3.75,2,black
2617,0.72,3,2.5,0,tan
2618,0.65,3,2.75,2,black
2619,0.72,3,3.5,1,purple
2620,0.75,2,3.25,1,purple
2621,0.7,3,3.5,1,purple
2622,0.7,3,2.75,0,tan
2623,0.8,4,3.0,0,tan
2624,0.67,3,3.25,1,purple
2625,0.7,3,3.5,1,purple
2626,0.75,3,3.25,1,purple
2627,0.65,3,3.25,1,purple
2628,0.67,3,3.25,1,purple
2629,0.64,3,3.25,1,purple
2630,0.75,3,3.5,1,purple
2631,0.7,4,3.75,2,black
2632,0.75,2,3.5,1,purple
2633,0.75,2,3.75,1,purple
2634,0.7,2,3.25,1,purple
2635,0.7,2,3.5,1,purple
2636,0.7,2,3.75,1,purple
2637,0.85,3,3.5,0,tan
2638,0.75,4,3.0,2,black
2639,0.7,2,3.75,1,purple
2640,0.7,2,3.75,1,purple
2641,0.7,2,4.0,1,purple
2642,0.61,5,3.0,2,black
2643,0.75,4,3.0,2,black
2644,0.75,4,3.0,2,black
2645,0.75,4,3.5,2,black
2646,0.7,4,3.25,2,black
2647,0.7,3,3.25,1,purple
2648,0.72,2,3.75,1,purple
2649,0.7,2,3.25,1,purple
2650,0.7,4,3.25,2,black
2651,0.7,4,3.5,2,black
2652,0.7,2,3.0,0,tan
2653,0.72,2,2.5,0,tan
2654,0.73,2,2.75,0,tan
2655,0.7,2,2.5,0,tan
2656,0.7,2,2.5,0,tan
